Gene_Symbol,Uniprot_Acc,Omim ID,Ensemble Gene ID
WDFY4,Q6ZS81,613316,ENSG00000128815
IPPK,Q9H8X2,619043,ENSG00000127080
ITGB3BP,Q13352-5,605494,ENSG00000142856
YTHDC1,Q96MU7,617283,ENSG00000083896
GTF3C6,Q969F1,611784,ENSG00000155115
TBC1D17,Q9HA65,616659,ENSG00000104946
POMT2,Q9UKY4,607439,ENSG00000009830
UBE2Q1,Q7Z7E8,617429,ENSG00000160714
ANKRD13C,Q8N6S4,615125,ENSG00000118454
CNOT6L,Q96LI5,618069,ENSG00000138767
CNOT6,Q9ULM6,608951,ENSG00000113300
EIF3E,P60228,602210,ENSG00000104408
DDX6,P26196,600326,ENSG00000110367
DLL4,Q9NR61,605185,ENSG00000128917
DNAAF2,Q9NVR5,612517,ENSG00000165506
METTL21A,Q8WXB1,615257,ENSG00000144401
MRPS36,P82909,611996,ENSG00000134056
STARD4,Q96DR4,607049,ENSG00000164211
PAQR3,Q6TCH7,614577,ENSG00000163291
DCAF17,Q5H9S7,612515,ENSG00000115827
RNF139,Q8WU17,603046,ENSG00000170881
NAT1,P18440,108345,ENSG00000171428
LMO3,Q8TAP4-4,180386,ENSG00000048540
UBE2C,O00762,605574,ENSG00000175063
HM13,Q8TCT9-2,607106,ENSG00000101294
HM13,Q8TCT9,607106,ENSG00000101294
FARSA,Q9Y285,602918,ENSG00000179115
ALG5,Q9Y673,604565,ENSG00000120697
CHST2,Q9Y4C5,603798,ENSG00000175040
SF3B4,Q15427,605593,ENSG00000143368
MRPL54,Q6P161,611858,ENSG00000183617
COQ4,Q9Y3A0,612898,ENSG00000167113
LMTK2,Q8IWU2,610989,ENSG00000164715
PMEPA1,Q969W9,606564,ENSG00000124225
KBTBD6,Q86V97,617738,ENSG00000165572
KBTBD7,Q8WVZ9,617739,ENSG00000120696
ZWILCH,Q9H900,609984,ENSG00000174442
MIF4GD,A9UHW6,612072,ENSG00000125457
BCL7C,Q8WUZ0,605847,ENSG00000099385
BCL7B,Q9BQE9,605846,ENSG00000106635
BCL7A,Q4VC05-2,601406,ENSG00000110987
BCL7A,Q4VC05,601406,ENSG00000110987
IL3RA,P26951,308385,ENSG00000185291
IL3RA,P26951,430000,ENSG00000185291
TMEM97,Q5BJF2,612912,ENSG00000109084
ELP5,Q8TE02-4,615019,ENSG00000170291
FKTN,O75072,607440,ENSG00000106692
DAZAP1,Q96EP5,607430,ENSG00000071626
RBP4,P02753,180250,ENSG00000138207
SAA2,P0DJI9,104751,ENSG00000134339
SAA1,P0DJI8,104750,ENSG00000173432
KCNA10,Q16322,602420,ENSG00000143105
KCNA1,Q09470,176260,ENSG00000111262
DCTD,P32321-2,607638,ENSG00000129187
CLPTM1,O96005,604783,ENSG00000104853
RNASE2,P10153,131410,ENSG00000169385
UQCRFS1,P47985,191327,ENSG00000169021
GP2,P55259,602977,ENSG00000169347
SLC39A13,Q96H72,608735,ENSG00000165915
SPCS2,Q15005,619411,ENSG00000118363
CTSS,P25774,116845,ENSG00000163131
SERPINF2,P08697,613168,ENSG00000167711
COL7A1,Q02388,120120,ENSG00000114270
TGFBR3,Q03167,600742,ENSG00000069702
NDUFB11,Q9NX14-2,300403,ENSG00000147123
MRPL28,Q13084,604853,ENSG00000086504
SLC50A1,Q9BRV3,613683,ENSG00000169241
FBXO10,Q9UK96,609092,ENSG00000147912
SLC8A1,P32418,182305,ENSG00000183023
SLC8A1,P32418-2,182305,ENSG00000183023
SETD6,Q8TBK2,616424,ENSG00000103037
PDRG1,Q9NUG6,610789,ENSG00000088356
ELK4,P28324,600246,ENSG00000158711
CTSZ,Q9UBR2,603169,ENSG00000101160
NDUFB6,O95139,603322,ENSG00000165264
ZNF703,Q9H7S9,617045,ENSG00000183779
ZNF503,Q96F45,613902,ENSG00000165655
GANC,Q8TET4,104180,ENSG00000214013
SPARCL1,Q14515,606041,ENSG00000152583
PNMA2,Q9UL42,603970,ENSG00000240694
TST,Q16762,180370,ENSG00000128311
B4GALT3,O60512,604014,ENSG00000158850
CCNE1,P24864,123837,ENSG00000105173
MAP4K1,Q92918,601983,ENSG00000104814
ATP1B3,P54709,601867,ENSG00000069849
SNCA,P37840,163890,ENSG00000145335
SNCG,O76070,602998,ENSG00000173267
SNCB,Q16143,602569,ENSG00000074317
RASSF8,Q8NHQ8,608231,ENSG00000123094
DPP6,P42658,126141,ENSG00000130226
DAPP1,Q9UN19,605768,ENSG00000070190
BLVRA,P53004,109750,ENSG00000106605
AKIRIN1,Q9H9L7,615164,ENSG00000174574
AKIRIN2,Q53H80,615165,ENSG00000135334
SMAP1,Q8IYB5,611372,ENSG00000112305
JAM2,P57087-3,606870,ENSG00000154721
ADCY10,Q96PN6,605205,ENSG00000143199
MRPL17,Q9NRX2,611830,ENSG00000158042
HINT3,Q9NQE9,609998,ENSG00000111911
UBE2K,P61086,602846,ENSG00000078140
MLF2,Q15773,601401,ENSG00000089693
XK,P51811,314850,ENSG00000047597
MANF,P55145,601916,ENSG00000145050
PELI1,Q96FA3,614797,ENSG00000197329
PELI2,Q9HAT8,614798,ENSG00000139946
PELI3,Q8N2H9,609827,ENSG00000174516
CLUH,O75153,616184,ENSG00000132361
CLUH,I3L2B0,616184,ENSG00000132361
PCDHA13,Q9Y5I0,606319,ENSG00000239389
SNRPA1,P09661,603521,ENSG00000131876
SNRPA1,H0YLR3,603521,ENSG00000131876
NDUFC2,O95298,603845,ENSG00000151366
KCNQ1,P51787,607542,ENSG00000053918
LMF1,Q96S06,611761,ENSG00000103227
SULT1C2,O00338,602385,ENSG00000198203
NUP43,Q8NFH3,608141,ENSG00000120253
DHFR,P00374,126060,ENSG00000228716
MPZL1,O95297,604376,ENSG00000197965
SENP3,Q9H4L4,612844,ENSG00000161956
FRMD6,Q96NE9-2,614555,ENSG00000139926
MPI,P34949,154550,ENSG00000178802
TMED5,Q9Y3A6,616876,ENSG00000117500
METTL8,E7ETE0,609525,ENSG00000123600
KPTN,Q9Y664,615620,ENSG00000118162
GKAP1,Q5VSY0,611356,ENSG00000165113
ATP11A,E9PEJ6,605868,ENSG00000068650
ATP11C,Q8NB49-3,300516,ENSG00000101974
ATP8B1,O43520,602397,ENSG00000081923
ATP8B2,P98198,605867,ENSG00000143515
ATP2B1,P20020,108731,ENSG00000070961
ATP2B2,Q01814,108733,ENSG00000157087
ATP2B4,P23634,108732,ENSG00000058668
ATP2B3,Q16720,300014,ENSG00000067842
ATP8B3,O60423-1,605866,ENSG00000130270
ATP11B,Q9Y2G3,605869,ENSG00000058063
MGA,Q8IWI9-4,616061,ENSG00000174197
MGA,H3BU53,616061,ENSG00000174197
ATP8A1,Q9Y2Q0-3,609542,ENSG00000124406
COL14A1,Q05707,120324,ENSG00000187955
ATP10A,O60312,605855,ENSG00000206190
CDC42SE1,Q9NRR8,619456,ENSG00000197622
CLNS1A,P54105,602158,ENSG00000074201
SPCS3,P61009,618854,ENSG00000129128
CDKN2C,P42773,603369,ENSG00000123080
PRPS2,P11908-2,311860,ENSG00000101911
PRPS1,P60891,311850,ENSG00000147224
BRCC3,P46736-2,300617,ENSG00000185515
MPZL2,O60487,604873,ENSG00000149573
ARL3,P36405,604695,ENSG00000138175
MPL,P40238,159530,ENSG00000117400
HGFAC,Q04756,604552,ENSG00000109758
SFRP1,Q8N474,604156,ENSG00000104332
GZMA,P12544,140050,ENSG00000145649
NRAS,P01111,164790,ENSG00000213281
HRAS,P01112,190020,ENSG00000174775
KRAS,P01116,190070,ENSG00000133703
KRAS,P01116-2,190070,ENSG00000133703
SORCS2,Q96PQ0,606284,ENSG00000184985
SERF1A,O75920-2,603011,ENSG00000172058
SF3A2,Q15428,600796,ENSG00000104897
PLEKHG5,O94827-2,611101,ENSG00000171680
CTSO,P43234,600550,ENSG00000256043
NDUFB7,P17568,603842,ENSG00000099795
PCDH18,Q9HCL0,608287,ENSG00000189184
TMIGD2,Q96BF3-2,614715,ENSG00000167664
TMEM126B,Q8IUX1,615533,ENSG00000171204
RPS13,P62277,180476,ENSG00000110700
SLC3A1,Q07837,104614,ENSG00000138079
SMPDL3A,Q92484,610728,ENSG00000172594
ECSCR,Q19T08,615736,ENSG00000249751
SPI1,P17947-2,165170,ENSG00000066336
CGRRF1,Q99675,606138,ENSG00000100532
COX16,Q9P0S2,618064,ENSG00000133983
SH3GL3,Q99963-3,603362,ENSG00000140600
CISD2,Q8N5K1,611507,ENSG00000145354
ALOX15,P16050,152392,ENSG00000161905
SLAMF6,Q96DU3,606446,ENSG00000162739
S100A13,Q99584,601989,ENSG00000189171
SLC26A2,P50443,606718,ENSG00000155850
SEC16B,Q96JE7,612855,ENSG00000120341
UQCC1,Q9NVA1,611797,ENSG00000101019
TNFRSF6B,O95407,603361,ENSG00000243509
CD33,P20138,159590,ENSG00000105383
DUOX1,Q9NRD9,606758,ENSG00000137857
CLEC2B,Q92478,603242,ENSG00000110852
LSM11,P83369,617910,ENSG00000155858
CRKL,P46109,602007,ENSG00000099942
IL21R,Q9HBE5,605383,ENSG00000103522
POP1,Q99575,602486,ENSG00000104356
NOB1,Q9ULX3,613586,ENSG00000141101
EIF4E3,Q8N5X7,609896,ENSG00000163412
IGKC,P01834,147200,ENSG00000211592
TNFRSF1A,P19438,191190,ENSG00000067182
PCIF1,Q9H4Z3,618626,ENSG00000100982
THSD1,Q9NS62,616821,ENSG00000136114
MRPL10,Q7Z7H8-2,611825,ENSG00000159111
TMEM106B,Q9NUM4,613413,ENSG00000106460
POMT1,Q9Y6A1,607423,ENSG00000130714
RGP1,Q92546,615742,ENSG00000107185
HAUS2,Q9NVX0,613429,ENSG00000137814
HACE1,Q8IYU2,610876,ENSG00000085382
PEF1,Q9UBV8,610033,ENSG00000162517
DMTF1,Q9Y222,608491,ENSG00000135164
PGAP3,Q96FM1,611801,ENSG00000161395
SERPINF1,P36955,172860,ENSG00000132386
PROC,P04070,612283,ENSG00000115718
CDH5,P33151,601120,ENSG00000179776
RPS20,P60866-2,603682,ENSG00000008988
ITFG2,Q969R8,617421,ENSG00000111203
KLK2,P20151,147960,ENSG00000167751
KLK3,P07288,176820,ENSG00000142515
DET1,Q7L5Y6-2,608727,ENSG00000140543
CYP3A5,P20815,605325,ENSG00000106258
CYP3A7,P24462,605340,ENSG00000160870
CYP3A4,P08684,124010,ENSG00000160868
NOX5,Q96PH1,606572,ENSG00000255346
ANKRD49,Q8WVL7,619571,ENSG00000168876
JOSD1,Q15040,615323,ENSG00000100221
SLC22A9,Q8IVM8,607579,ENSG00000149742
LPAR1,Q92633,602282,ENSG00000198121
ASB8,Q9H765,615053,ENSG00000177981
DOLPP1,Q86YN1,614516,ENSG00000167130
NRXN1,Q9ULB1-3,600565,ENSG00000179915
RWDD2B,P57060,617843,ENSG00000156253
SPINT2,O43291,605124,ENSG00000167642
TNFRSF10D,Q9UBN6,603614,ENSG00000173530
TNFRSF10C,O14798,603613,ENSG00000173535
MRRF,Q96E11,604602,ENSG00000148187
PIM1,P11309,164960,ENSG00000137193
CRTAC1,Q9NQ79-3,606276,ENSG00000095713
DPM1,O60762,603503,ENSG00000000419
MAMDC2,Q7Z304,612879,ENSG00000165072
SLC7A8,Q9UHI5,604235,ENSG00000092068
ATP6AP1,Q15904,300197,ENSG00000071553
SEC13,P55735,600152,ENSG00000157020
SSBP1,Q04837,600439,ENSG00000106028
SFTPA1,Q8IWL2-2,178630,ENSG00000122852
S100A1,P23297,176940,ENSG00000160678
CNDP2,Q96KP4,169800,ENSG00000133313
TAMM41,C9J2U4,614948,ENSG00000144559
RDH11,Q8TC12,607849,ENSG00000072042
VTI1B,Q9UEU0,603207,ENSG00000100568
POLR3GL,Q9BT43,617457,ENSG00000121851
RPL27,P61353,607526,ENSG00000131469
SWI5,Q1ZZU3,616528,ENSG00000175854
RPS12,P25398,603660,ENSG00000112306
RABGGTB,P53611,179080,ENSG00000137955
CCNL1,Q9UK58,613384,ENSG00000163660
CCNL2,Q96S94,613482,ENSG00000221978
MSTN,O14793,601788,ENSG00000138379
MAP2K7,O14733-3,603014,ENSG00000076984
FANCL,Q9NW38-2,608111,ENSG00000115392
NAA50,E7EQ69,610834,ENSG00000121579
OSCP1,Q8WVF1,608854,ENSG00000116885
PTPN3,P26045,176877,ENSG00000070159
MGLL,Q99685,609699,ENSG00000074416
ZNF326,Q5BKZ1,614601,ENSG00000162664
SEMA3F,Q13275,601124,ENSG00000001617
FCGRT,P55899,601437,ENSG00000104870
PTGES3,Q15185,607061,ENSG00000110958
MT-CYB,P00156,516020,ENSG00000198727
SLC25A40,Q8TBP6,610821,ENSG00000075303
GRIA1,P42261-6,138248,ENSG00000155511
ATG101,Q9BSB4,615089,ENSG00000123395
SLC39A6,Q13433,608731,ENSG00000141424
PASD1,Q8IV76,300993,ENSG00000166049
LSM2,Q9Y333,607282,ENSG00000204392
DPCD,Q9BVM2,616467,ENSG00000166171
DNAL1,Q4LDG9,610062,ENSG00000119661
TMEM181,Q9P2C4,613209,ENSG00000146433
CRIP1,P50238,123875,ENSG00000213145
ABCA5,Q8WWZ7,612503,ENSG00000154265
SMUG1,Q53HV7,607753,ENSG00000123415
CYP2J2,P51589,601258,ENSG00000134716
DNAJC24,Q6P3W2,611072,ENSG00000170946
GGH,Q92820,601509,ENSG00000137563
TRAPPC3,O43617,610955,ENSG00000054116
MRPL15,Q9P015,611828,ENSG00000137547
FMO3,P31513,136132,ENSG00000007933
FMO4,P31512,136131,ENSG00000076258
TNFRSF18,Q9Y5U5-2,603905,ENSG00000186891
MRPS15,P82914,611979,ENSG00000116898
GOLGA7,Q7Z5G4,609453,ENSG00000147533
GOLGA7B,Q2TAP0,614189,ENSG00000155265
TXNL4A,P83876,611595,ENSG00000141759
MTPN,P58546,606484,ENSG00000105887
IRF4,Q15306,601900,ENSG00000137265
UBTD2,Q8WUN7,610174,ENSG00000168246
UBTD1,Q9HAC8,616388,ENSG00000165886
EFNB2,P52799,600527,ENSG00000125266
BCAS2,O75934,605783,ENSG00000116752
TAF11,Q15544,600772,ENSG00000064995
OTUD1,Q5VV17,612022,ENSG00000165312
KCNQ5,Q9NR82-3,607357,ENSG00000185760
NDUFAF3,Q9BU61,612911,ENSG00000178057
MEN1,O00255,613733,ENSG00000133895
BAG2,O95816,603882,ENSG00000112208
MGP,P08493-2,154870,ENSG00000111341
SSBP4,Q9BWG4,607391,ENSG00000130511
SSBP3,Q9BWW4,607390,ENSG00000157216
SSBP2,P81877,607389,ENSG00000145687
RTN4RL2,Q86UN3,610462,ENSG00000186907
SLC6A14,Q9UN76,300444,ENSG00000268104
EPSTI1,Q96J88-2,607441,ENSG00000133106
RARRES2,Q99969,601973,ENSG00000106538
TERF1,P54274,600951,ENSG00000147601
SBSN,Q6UWP8,609969,ENSG00000189001
MED6,O75586,602984,ENSG00000133997
EFHC1,Q5JVL4,608815,ENSG00000096093
PLSCR1,O15162,604170,ENSG00000188313
MYLPF,H3BPK4,617378,ENSG00000180209
ABO,P16442,110300,ENSG00000175164
DMKN,Q6E0U4-2,617211,ENSG00000161249
SMTNL1,C9J621,613664,ENSG00000214872
MSRB2,Q9Y3D2,613782,ENSG00000148450
PKIG,Q9Y2B9,604932,ENSG00000168734
SCO1,O75880,603644,ENSG00000133028
DYNLT1,P63172,601554,ENSG00000146425
BLOC1S1,P78537,601444,ENSG00000135441
CPN1,P15169,603103,ENSG00000120054
SLC33A1,O00400,603690,ENSG00000169359
MGAT4B,Q9UQ53,604561,ENSG00000161013
KLHL42,Q9P2K6,618919,ENSG00000087448
PLSCR3,Q9NRY6,607611,ENSG00000187838
CCDC154,A6NI56,618740,ENSG00000197599
SLC5A6,Q9Y289,604024,ENSG00000138074
RNPC3,Q96LT9,618016,ENSG00000185946
RNPC3,H0YEB8,618016,ENSG00000185946
ST6GALNAC1,Q9NSC7,610138,ENSG00000070526
RPL23A,P62750,602326,ENSG00000198242
AURKAIP1,Q9NWT8,609183,ENSG00000175756
ALKBH4,Q9NXW9,613302,ENSG00000160993
RBM8A,Q9Y5S9,605313,ENSG00000265241
MRPL55,Q7Z7F7-2,611859,ENSG00000162910
SPAG16,Q8N0X2,612173,ENSG00000144451
ZBTB18,Q99592-2,608433,ENSG00000179456
LAT2,Q9GZY6,605719,ENSG00000086730
SGMS1,Q86VZ5,611573,ENSG00000198964
MIPOL1,Q8TD10,606850,ENSG00000151338
MNDA,P41218,159553,ENSG00000163563
REG4,Q9BYZ8,609846,ENSG00000134193
DAZ1,Q9NQZ3,400003,ENSG00000188120
STAP1,Q9ULZ2,604298,ENSG00000035720
CD19,P15391,107265,ENSG00000177455
MRPS12,O15235,603021,ENSG00000128626
RSC1A1,Q92681,601966,ENSG00000215695
POLR2I,P36954,180662,ENSG00000105258
RIT1,Q92963-3,609591,ENSG00000143622
CHAC1,Q9BUX1,614587,ENSG00000128965
NEK3,P51956,604044,ENSG00000136098
CRYM,Q14894,123740,ENSG00000103316
USH1C,Q9Y6N9,605242,ENSG00000006611
SFXN5,Q8TD22,615572,ENSG00000144040
DESI2,Q9BSY9,614638,ENSG00000121644
ZDHHC16,Q969W1,616750,ENSG00000171307
VPS9D1,Q9Y2B5,619292,ENSG00000075399
RNFT1,Q5M7Z0,615172,ENSG00000189050
SLC43A2,Q8N370-3,610791,ENSG00000167703
MRPS25,P82663,611987,ENSG00000131368
NETO2,Q8NC67,607974,ENSG00000171208
NDUFS5,O43920,603847,ENSG00000168653
CDK2AP1,O14519,602198,ENSG00000111328
COL13A1,Q5TAT6,120350,ENSG00000197467
GID8,Q9NWU2,611625,ENSG00000101193
MSI1,O43347,603328,ENSG00000135097
MSI2,B4DHE8,607897,ENSG00000153944
UPRT,Q96BW1,300656,ENSG00000094841
PRRG4,Q9BZD6,611690,ENSG00000135378
RP9,Q8TA86,607331,ENSG00000164610
CD180,Q99467,602226,ENSG00000134061
CCDC28B,Q9BUN5,610162,ENSG00000160050
UBL4A,P11441,312070,ENSG00000102178
NGEF,Q8N5V2,605991,ENSG00000066248
CD27,P26842,186711,ENSG00000139193
NFYB,P25208,189904,ENSG00000120837
TNNI1,P19237,191042,ENSG00000159173
ACVR1,Q04771,102576,ENSG00000115170
CTDSP2,O14595,608711,ENSG00000175215
LUM,P51884,600616,ENSG00000139329
NDUFS4,O43181,602694,ENSG00000164258
CENPM,Q9NSP4,610152,ENSG00000100162
FABP4,P15090,600434,ENSG00000170323
FABP3,P05413,134651,ENSG00000121769
PMP2,P02689,170715,ENSG00000147588
IGSF11,Q5DX21,608351,ENSG00000144847
XAGE2,Q96GT9,300416,ENSG00000155622
ERGIC2,Q96RQ1,612236,ENSG00000087502
TNFSF10,P50591,603598,ENSG00000121858
IFI27L2,Q9H2X8,611319,ENSG00000119632
PLK2,Q9NYY3,607023,ENSG00000145632
HRC,P23327,142705,ENSG00000130528
SLAMF1,Q13291,603492,ENSG00000117090
FAM162A,Q96A26,608017,ENSG00000114023
IL18,Q14116,600953,ENSG00000150782
SPAG17,Q6Q759,616554,ENSG00000155761
TNFRSF14,Q92956,602746,ENSG00000157873
DEGS1,O15121,615843,ENSG00000143753
HPSE,Q9Y251,604724,ENSG00000173083
LCP2,Q13094,601603,ENSG00000043462
FHIT,P49789,601153,ENSG00000189283
BMX,P51813,300101,ENSG00000102010
TP53I3,Q53FA7,605171,ENSG00000115129
RFK,Q969G6,613010,ENSG00000135002
TIFA,Q96CG3,609028,ENSG00000145365
STAC,Q99469,602317,ENSG00000144681
LGALS2,P05162,150571,ENSG00000100079
MRFAP1,Q9Y605,616905,ENSG00000179010
FREM1,Q5H8C1,608944,ENSG00000164946
LCN2,P80188,600181,ENSG00000148346
PAPPA2,Q9BXP8,619485,ENSG00000116183
FHOD3,Q2V2M9-4,609691,ENSG00000134775
COA5,Q86WW8,613920,ENSG00000183513
EIF5A2,Q9GZV4,605782,ENSG00000163577
EIF5A,P63241-2,600187,ENSG00000132507
METTL4,Q8N3J2,619626,ENSG00000101574
NUDT15,Q9NV35,615792,ENSG00000136159
RAB23,Q9ULC3,606144,ENSG00000112210
HMGN1,P05114,163920,ENSG00000205581
ANKRD31,Q8N7Z5,618423,ENSG00000145700
LCLAT1,Q6UWP7,614241,ENSG00000172954
GLT8D1,Q68CQ7,618399,ENSG00000016864
CREB3L1,Q96BA8,616215,ENSG00000157613
CREB3L2,Q70SY1,608834,ENSG00000182158
GNG4,P50150,604388,ENSG00000168243
COX5B,P10606,123866,ENSG00000135940
TIMM17A,Q99595,605057,ENSG00000134375
TMEM165,Q9HC07,614726,ENSG00000134851
GEMIN8,Q9NWZ8,300962,ENSG00000046647
IRF9,Q00978,147574,ENSG00000213928
TRIM22,Q8IYM9,606559,ENSG00000132274
PIGK,Q92643,605087,ENSG00000142892
MIA,Q16674,601340,ENSG00000261857
PPP1R14C,Q8TAE6,613242,ENSG00000198729
RNF17,Q9BXT8,605793,ENSG00000132972
CD82,P27701,600623,ENSG00000085117
RIOK2,Q9BVS4,617754,ENSG00000058729
TAF1A,Q15573,604903,ENSG00000143498
MRGBP,Q9NV56,611157,ENSG00000101189
CDC26,Q8NHZ8,614533,ENSG00000176386
TOMM5,Q8N4H5,616169,ENSG00000175768
MED28,Q9H204,610311,ENSG00000118579
TCL1A,P56279,186960,ENSG00000100721
ACP5,P13686,171640,ENSG00000102575
UNC45B,Q8IWX7,611220,ENSG00000141161
ZHX1,Q9UKY1,604764,ENSG00000165156
ATP6V1G2,O95670,606853,ENSG00000213760
FUT1,P19526,211100,ENSG00000174951
HSD11B1,P28845,600713,ENSG00000117594
FAN1,Q9Y2M0,613534,ENSG00000198690
TSPAN18,Q96SJ8,619399,ENSG00000157570
CNPY4,Q8N129,610047,ENSG00000166997
RASSF3,Q86WH2,607019,ENSG00000153179
TRH,P20396,613879,ENSG00000170893
MED19,A0JLT2,612385,ENSG00000156603
SSR1,P43307,600868,ENSG00000124783
CACNA1F,O60840,300110,ENSG00000102001
HMGA1,P17096,600701,ENSG00000137309
HMGA1,P17096-2,600701,ENSG00000137309
SLC45A2,Q9UMX9,606202,ENSG00000164175
BBS9,Q3SYG4-3,607968,ENSG00000122507
MTCH2,Q9Y6C9,613221,ENSG00000109919
ANGEL1,Q9UNK9,619537,ENSG00000013523
MCFD2,Q8NI22,607788,ENSG00000180398
ANO2,Q9NQ90,610109,ENSG00000047617
IFITM3,Q01628,605579,ENSG00000142089
IFITM2,Q01629,605578,ENSG00000185201
SIGMAR1,Q99720,601978,ENSG00000147955
CTNNAL1,Q9UBT7,604785,ENSG00000119326
TMEM135,Q86UB9,616360,ENSG00000166575
ENDOU,P21128,606720,ENSG00000111405
AK6,Q9Y3D8,619357,ENSG00000085231
SLC36A4,Q6YBV0,613760,ENSG00000180773
SAR1B,Q9Y6B6,607690,ENSG00000152700
SAR1A,Q9NR31,607691,ENSG00000079332
NINL,Q9Y2I6,609580,ENSG00000101004
RHBDL2,B7Z1Y9,608962,ENSG00000158315
HHEX,Q03014,604420,ENSG00000152804
FGD5,Q6ZNL6,614788,ENSG00000154783
COMMD8,Q9NX08,616656,ENSG00000169019
TMEM184C,Q9NVA4,613937,ENSG00000164168
PSMG4,Q5JS54-2,617550,ENSG00000180822
CXCR4,P61073-2,162643,ENSG00000121966
SLC52A3,Q9NQ40,613350,ENSG00000101276
NUBP1,P53384,600280,ENSG00000103274
TRIM16,O95361,609505,ENSG00000221926
MCOLN1,Q9GZU1,605248,ENSG00000090674
CCRL2,O00421-2,608379,ENSG00000121797
FAM210A,Q96ND0,617975,ENSG00000177150
NDUFAF2,Q8N183,609653,ENSG00000164182
PANX1,Q96RD7,608420,ENSG00000110218
IST1,P53990-5,616434,ENSG00000182149
VPREB1,P12018,605141,ENSG00000169575
MED8,Q96G25-2,607956,ENSG00000159479
MRPL43,Q8N983,611848,ENSG00000055950
UBLCP1,Q8WVY7,609867,ENSG00000164332
LILRB4,Q8NHJ6,604821,ENSG00000186818
RTTN,Q86VV8,610436,ENSG00000176225
GINS2,Q9Y248,610609,ENSG00000131153
IL1R2,P27930,147811,ENSG00000115590
FOSB,K7EKC1,164772,ENSG00000125740
SPA17,Q15506,608621,ENSG00000064199
ZNF346,Q9UL40,605308,ENSG00000113761
SEPHS2,Q99611,606218,ENSG00000179918
IGSF9,Q9P2J2,609738,ENSG00000085552
SNX27,Q96L92,611541,ENSG00000143376
CYTIP,O60759,604448,ENSG00000115165
FIGN,Q5HY92,605295,ENSG00000182263
HLA-DMA,P28067,142855,ENSG00000204257
YIPF6,Q96EC8,300996,ENSG00000181704
CA13,Q8N1Q1,611436,ENSG00000185015
APOC1,P02654,107710,ENSG00000130208
GPX8,Q8TED1,617172,ENSG00000164294
SET,Q01105,600960,ENSG00000119335
SET,Q01105-2,600960,ENSG00000119335
HIPK1,Q86Z02,608003,ENSG00000163349
HIPK3,Q9H422,604424,ENSG00000110422
MTRF1,O75570,604601,ENSG00000120662
QRICH1,Q2TAL8,617387,ENSG00000198218
UBL3,O95164,604711,ENSG00000122042
PAOX,Q6QHF9,615853,ENSG00000148832
MPPED2,Q15777,600911,ENSG00000066382
XPA,P23025,611153,ENSG00000136936
PLGRKT,Q9HBL7,618444,ENSG00000107020
NIPA1,Q7RTP0,608145,ENSG00000170113
GCLM,P48507,601176,ENSG00000023909
NAP1L5,Q96NT1,612203,ENSG00000177432
GUCY2C,P25092,601330,ENSG00000070019
RTN2,O75298,603183,ENSG00000125744
MRPL35,Q9NZE8,611841,ENSG00000132313
GPR180,Q86V85,607787,ENSG00000152749
SAMD11,Q96NU1-2,616765,ENSG00000187634
SIGLEC9,Q9Y336,605640,ENSG00000129450
CD37,P11049,151523,ENSG00000104894
ACAN,E7EX88,155760,ENSG00000157766
CHI3L1,P36222,601525,ENSG00000133048
S100A6,P06703,114110,ENSG00000197956
RPS28,P62857,603685,ENSG00000233927
OAS1,P00973,164350,ENSG00000089127
CDCA5,Q96FF9,609374,ENSG00000146670
TLR2,O60603,603028,ENSG00000137462
TAP1,Q03518,170260,ENSG00000168394
EFNA1,P20827,191164,ENSG00000169242
OLFM4,Q6UX06,614061,ENSG00000102837
DHCR24,Q15392,606418,ENSG00000116133
HYLS1,Q96M11,610693,ENSG00000198331
PCOLCE2,Q9UKZ9,607064,ENSG00000163710
HPS1,Q92902,604982,ENSG00000107521
TIMP3,P35625,188826,ENSG00000100234
NUP37,Q8NFH4,609264,ENSG00000075188
MSRA,Q9UJ68,601250,ENSG00000175806
ZNF467,Q7Z7K2,614040,ENSG00000181444
FBXL6,Q8N531,609076,ENSG00000182325
PAGE5,Q96GU1,301009,ENSG00000158639
IL2RA,P01589,147730,ENSG00000134460
GM2A,P17900,613109,ENSG00000196743
UBA5,Q9GZZ9,610552,ENSG00000081307
SLC25A32,Q9H2D1,138480,ENSG00000164933
SUMO3,A8MUA9,602231,ENSG00000184900
SUMO2,P61956,603042,ENSG00000188612
ENPP4,Q9Y6X5,617000,ENSG00000001561
IL31RA,Q8NI17-2,609510,ENSG00000164509
PLA2R1,Q13018,604939,ENSG00000153246
TUBE1,Q9UJT0,607345,ENSG00000074935
MFAP5,Q13361,601103,ENSG00000197614
OCLN,Q16625,602876,ENSG00000197822
COMMD2,Q86X83,616699,ENSG00000114744
RGL2,O15211,602306,ENSG00000237441
ZBTB2,Q8N680,616595,ENSG00000181472
MOSPD1,Q9UJG1,300674,ENSG00000101928
PRLR,P16471,176761,ENSG00000113494
C1D,Q13901,606997,ENSG00000197223
UBE2F,Q969M7,617700,ENSG00000184182
CENPW,Q5EE01,611264,ENSG00000203760
DNAJB5,O75953-5,611328,ENSG00000137094
REEP1,Q9H902-3,609139,ENSG00000068615
REEP2,Q9BRK0-2,609347,ENSG00000132563
ETFB,P38117,130410,ENSG00000105379
THOC7,Q6I9Y2,611965,ENSG00000163634
