Gene_Symbol,Uniprot_Acc,Omim ID,Ensemble Gene ID
DDX47,Q9H0S4,615428,ENSG00000213782
WASL,O00401,605056,ENSG00000106299
UBE2O,Q9C0C9,617649,ENSG00000175931
SPTAN1,Q13813-2,182810,ENSG00000197694
SPTAN1,Q13813-3,182810,ENSG00000197694
RPP30,P78346-2,606115,ENSG00000148688
MAGEA9,P43362,300342,ENSG00000123584
MAGEA8,P43361,300341,ENSG00000156009
MAGEA1,P43355,300016,ENSG00000198681
MAGEC1,O60732,300223,ENSG00000155495
MAGEA4,P43358,300175,ENSG00000147381
MAGEA2,P43356,300173,ENSG00000268606
MAGEA6,P43360,300176,ENSG00000197172
MAGEA3,P43357,300174,ENSG00000221867
MAGEA12,P43365,300177,ENSG00000213401
MAGEC2,Q9UBF1,300468,ENSG00000046774
MAGEB2,O15479,300098,ENSG00000099399
MAGEB1,P43366,300097,ENSG00000214107
MAGEB4,O15481,300153,ENSG00000120289
MAGEA10,P43363,300343,ENSG00000124260
INHBA,P08476,147290,ENSG00000122641
GAS1,P54826,139185,ENSG00000180447
ATXN1L,P0C7T5,614301,ENSG00000224470
PPFIBP2,Q8ND30,603142,ENSG00000166387
PPFIBP1,Q86W92-2,603141,ENSG00000110841
PPFIBP1,Q86W92-3,603141,ENSG00000110841
BRCA2,P51587,600185,ENSG00000139618
NUDT18,Q6ZVK8,615791,ENSG00000275074
GALNS,P34059,612222,ENSG00000141012
ARSA,P15289,607574,ENSG00000100299
DNHD1,Q96M86,617277,ENSG00000179532
IFNAR1,P17181,107450,ENSG00000142166
PKP2,Q99959-2,602861,ENSG00000057294
NLRP2,Q9NX02,609364,ENSG00000022556
IL16,Q14005,603035,ENSG00000172349
HPS3,Q969F9,606118,ENSG00000163755
BCCIP,Q9P287-2,611883,ENSG00000107949
BCCIP,Q9P287,611883,ENSG00000107949
VMA21,Q3ZAQ7,300913,ENSG00000160131
SPICE1,Q8N0Z3,613447,ENSG00000163611
SLC9A3R1,O14745,604990,ENSG00000109062
STX11,O75558,605014,ENSG00000135604
PPP2R5B,Q15173,601644,ENSG00000068971
PPP2R5C,Q13362-4,601645,ENSG00000078304
PPP2R5C,Q13362-2,601645,ENSG00000078304
PPP2R5D,Q14738,601646,ENSG00000112640
PPP2R5E,Q16537,601647,ENSG00000154001
PPP2R5A,Q15172,601643,ENSG00000066027
HNRNPLL,Q8WVV9,611208,ENSG00000143889
HNRNPL,P14866,603083,ENSG00000104824
ECH1,Q13011,600696,ENSG00000104823
POLR1A,O95602,616404,ENSG00000068654
POLR3A,O14802,614258,ENSG00000148606
LIMS1,P48059-3,602567,ENSG00000169756
LIMS2,Q7Z4I7-2,607908,ENSG00000072163
FPGT,O14772,603609,ENSG00000254685
TNNI3K,Q59H18-1,613932,ENSG00000116783
ACE,P12821,106180,ENSG00000159640
DNAJC3,Q13217,601184,ENSG00000102580
GDF15,Q99988,605312,ENSG00000130513
NOP14,P78316,611526,ENSG00000087269
MIA3,Q5JRA6,613455,ENSG00000154305
PTPN23,Q9H3S7,606584,ENSG00000076201
OLFML3,Q9NRN5,610088,ENSG00000116774
INO80,Q9ULG1,610169,ENSG00000128908
KIF2A,O00139-4,602591,ENSG00000068796
KIF2C,Q99661,604538,ENSG00000142945
DCTPP1,Q9H773,615840,ENSG00000179958
NUDT2,P50583,602852,ENSG00000164978
RPS25,P62851,180465,ENSG00000118181
MSLN,Q13421-2,601051,ENSG00000102854
URB1,O60287,608865,ENSG00000142207
PAK4,O96013,605451,ENSG00000130669
PAK6,Q9NQU5,608110,ENSG00000137843
TRMT5,Q32P41,611023,ENSG00000126814
CEP63,Q96MT8-2,614724,ENSG00000182923
FOXO3,O43524,602681,ENSG00000118689
FOXO1,Q12778,136533,ENSG00000150907
TGDS,O95455,616146,ENSG00000088451
PITPNM1,O00562,608794,ENSG00000110697
PITPNM3,Q9BZ71,608921,ENSG00000091622
PITPNM2,Q9BZ72,608920,ENSG00000090975
PPP5C,P53041,600658,ENSG00000011485
CEP350,Q5VT06,617870,ENSG00000135837
DIAPH1,O60610,602121,ENSG00000131504
MYO18B,Q8IUG5,607295,ENSG00000133454
MRPS30,Q9NP92,611991,ENSG00000112996
KIAA0319L,Q8IZA0,613535,ENSG00000142687
DIMT1,Q9UNQ2,612499,ENSG00000086189
ACAA2,P42765,604770,ENSG00000167315
PRKDC,P78527,600899,ENSG00000253729
AIFM1,O95831,300169,ENSG00000156709
ATF6,P18850,605537,ENSG00000118217
PTGDS,P41222,176803,ENSG00000107317
MOCS3,O95396,609277,ENSG00000124217
COPS2,P61201,604508,ENSG00000166200
INTS3,Q68E01-2,611347,ENSG00000143624
SLC7A2,P52569-3,601872,ENSG00000003989
SLC7A1,P30825,104615,ENSG00000139514
TTC39B,Q5VTQ0,613574,ENSG00000155158
HADHB,P55084,143450,ENSG00000138029
PRDM11,Q9NQV5,616347,ENSG00000019485
ISCA1,Q9BUE6,611006,ENSG00000135070
PSMD11,O00231,604449,ENSG00000108671
YTHDC2,Q9H6S0,616530,ENSG00000047188
LXN,Q9BS40,609305,ENSG00000079257
TUBB6,Q9BUF5,615103,ENSG00000176014
TUBB3,Q13509,602661,ENSG00000258947
TUBB2A,Q13885,615101,ENSG00000137267
TUBB2B,Q9BVA1,612850,ENSG00000137285
TUBB,P07437,191130,ENSG00000196230
TUBB4B,P68371,602660,ENSG00000188229
TUBB4A,P04350,602662,ENSG00000104833
TUBB1,Q9H4B7,612901,ENSG00000101162
FGGY,Q96C11,611370,ENSG00000172456
DPYSL5,Q9BPU6,608383,ENSG00000157851
BCL2L14,Q9BZR8,606126,ENSG00000121380
WFS1,O76024,606201,ENSG00000109501
FBLN2,P98095-2,135821,ENSG00000163520
LAMA4,Q16363-2,600133,ENSG00000112769
NPR3,P17342,108962,ENSG00000113389
ALDH18A1,P54886,138250,ENSG00000059573
SPPL2B,Q8TCT7,608239,ENSG00000005206
DDX60L,Q5H9U9,616725,ENSG00000181381
DDX60,Q8IY21,613974,ENSG00000137628
RHOF,Q9HBH0,618867,ENSG00000139725
ILVBL,A1L0T0,605770,ENSG00000105135
GGT1,P19440,612346,ENSG00000100031
SQLE,Q14534,602019,ENSG00000104549
FTL,P02792,134790,ENSG00000087086
NAAA,Q02083,607469,ENSG00000138744
DDX54,Q8TDD1-2,611665,ENSG00000123064
DDX52,Q9Y2R4,612500,ENSG00000278053
UPF2,Q9HAU5,605529,ENSG00000151461
SF3A1,Q15459,605595,ENSG00000099995
CSPP1,Q1MSJ5,611654,ENSG00000104218
AMT,P48728,238310,ENSG00000145020
IMMT,Q16891-4,600378,ENSG00000132305
IMMT,Q16891-2,600378,ENSG00000132305
RIMS2,Q9UQ26,606630,ENSG00000176406
CTNNB1,B4DGU4,116806,ENSG00000168036
KRT17,K7ELP7,148069,ENSG00000128422
ICMT,O60725,605851,ENSG00000116237
TRMT2A,Q8IZ69,611151,ENSG00000099899
APLP1,F5GZ08,104775,ENSG00000105290
PGM2,Q96G03,172000,ENSG00000169299
PGM2L1,Q6PCE3,611610,ENSG00000165434
PLD2,O14939,602384,ENSG00000129219
PLD1,Q13393,602382,ENSG00000075651
TRIM44,Q96DX7,612298,ENSG00000166326
PEAK1,Q9H792,614248,ENSG00000173517
SLC27A2,O14975,603247,ENSG00000140284
SLC27A6,Q9Y2P4,604196,ENSG00000113396
AP2B1,P63010-2,601025,ENSG00000006125
AP1B1,Q10567,600157,ENSG00000100280
WRN,Q14191,604611,ENSG00000165392
ATM,Q13315,607585,ENSG00000149311
TRIM56,Q9BRZ2,616996,ENSG00000169871
MUC5B,Q9HC84,600770,ENSG00000117983
MUC5AC,P98088,158373,ENSG00000215182
MUC2,Q02817,158370,ENSG00000198788
CCDC85B,Q15834,605360,ENSG00000175602
KIAA0100,Q14667,610664,ENSG00000007202
POLK,Q9UBT6,605650,ENSG00000122008
MYLK,Q15746-6,600922,ENSG00000065534
MYLK,Q15746-2,600922,ENSG00000065534
MYLK3,Q32MK0,612147,ENSG00000140795
MAPK11,Q15759,602898,ENSG00000185386
MAPK10,P53779,602897,ENSG00000109339
MAPK9,P45984,602896,ENSG00000050748
MAPK8,P45983-3,601158,ENSG00000107643
MAPK12,P53778,602399,ENSG00000188130
MAPK13,O15264,602899,ENSG00000156711
MAPK14,Q16539,600289,ENSG00000112062
MAPK14,Q16539-2,600289,ENSG00000112062
MAN2B2,Q9Y2E5,618899,ENSG00000013288
RASEF,Q8IZ41,611344,ENSG00000165105
ADAT3,Q96EY9,615302,ENSG00000213638
CPT1C,Q8TCG5,608846,ENSG00000169169
SLC38A4,Q969I6,608065,ENSG00000139209
STAG2,Q8N3U4-2,300826,ENSG00000101972
STAG1,Q8WVM7,604358,ENSG00000118007
STAG3,Q9UJ98,608489,ENSG00000066923
ZFYVE26,Q68DK2,612012,ENSG00000072121
RAI14,Q9P0K7,606586,ENSG00000039560
TBCD,Q9BTW9,604649,ENSG00000141556
MOCS1,Q9NZB8,603707,ENSG00000124615
COG6,Q9Y2V7,606977,ENSG00000133103
IFIT3,O14879,604650,ENSG00000119917
RAVER1,Q8IY67,609950,ENSG00000161847
RAVER1,E9PAU2,609950,ENSG00000161847
NIPBL,Q6KC79,608667,ENSG00000164190
TMOD3,Q9NYL9,605112,ENSG00000138594
TMOD2,Q9NZR1,602928,ENSG00000128872
TMOD1,P28289,190930,ENSG00000136842
ITLN2,Q8WWU7,609874,ENSG00000158764
ITLN1,Q8WWA0,609873,ENSG00000179914
ROBO1,Q9Y6N7-2,602430,ENSG00000169855
ROBO2,Q9HCK4-3,602431,ENSG00000185008
ROBO2,H7C4J7,602431,ENSG00000185008
VGLL1,Q99990,300583,ENSG00000102243
LY75,O60449-2,604524,ENSG00000054219
ICAM5,Q9UMF0,601852,ENSG00000105376
DLG5,Q8TDM6,604090,ENSG00000151208
DLGAP5,Q15398,617859,ENSG00000126787
LSAMP,Q13449,603241,ENSG00000185565
LUZP1,Q86V48,601422,ENSG00000169641
LAMP1,P11279,153330,ENSG00000185896
PSMA2,P25787,176842,ENSG00000106588
PLEKHH2,Q8IVE3,612723,ENSG00000152527
GATAD2B,Q8WXI9,614998,ENSG00000143614
GATAD2A,Q86YP4-3,614997,ENSG00000167491
VRK2,Q86Y07,602169,ENSG00000028116
ITGB8,P26012,604160,ENSG00000105855
CUX1,P39880-3,116896,ENSG00000257923
CUX1,Q13948-2,116896,ENSG00000257923
RECQL,P46063,600537,ENSG00000004700
SUPT4H1,P63272,603555,ENSG00000213246
BLM,P54132,604610,ENSG00000197299
POLE,Q07864,174762,ENSG00000177084
ROS1,P08922,165020,ENSG00000047936
IRAK1,P51617,300283,ENSG00000184216
MAP3K3,Q99759-2,602539,ENSG00000198909
PDGFRB,P09619,173410,ENSG00000113721
MAPK1,P28482,176948,ENSG00000100030
MAPK3,P27361,601795,ENSG00000102882
FLT4,P35916,136352,ENSG00000037280
MAPK6,Q16659,602904,ENSG00000069956
MAP3K2,Q9Y2U5,609487,ENSG00000169967
PDGFRA,P16234,173490,ENSG00000134853
FLT3,P36888,136351,ENSG00000122025
KIT,P10721,164920,ENSG00000157404
NLK,Q9UBE8,609476,ENSG00000087095
NEK2,P51955,604043,ENSG00000117650
FLT1,P17948,165070,ENSG00000102755
KDR,P35968,191306,ENSG00000128052
CYC1,P08574,123980,ENSG00000179091
GDPD3,Q7L5L3,616318,ENSG00000102886
FAM13A,O94988,613299,ENSG00000138640
TTYH3,Q9C0H2,608919,ENSG00000136295
FTSJ3,Q8IY81,618411,ENSG00000108592
TSHZ1,Q6ZSZ6,614427,ENSG00000179981
TSHZ3,Q63HK5,614119,ENSG00000121297
MTSS1,J3KNK6,608486,ENSG00000170873
HYOU1,Q9Y4L1,601746,ENSG00000149428
TEX15,Q9BXT5,605795,ENSG00000133863
GNL1,P36915,143024,ENSG00000204590
AHCTF1,Q8WYP5-2,610853,ENSG00000153207
CEP170,Q5SW79,613023,ENSG00000143702
CEP170,Q5SW79-2,613023,ENSG00000143702
LAD1,O00515,602314,ENSG00000159166
STK24,Q9Y6E0,604984,ENSG00000102572
STK25,O00506,602255,ENSG00000115694
TFAP2B,Q92481,601601,ENSG00000008196
TFAP2A,P05549,107580,ENSG00000137203
TFAP2C,Q92754,601602,ENSG00000087510
HIP1R,O75146,605613,ENSG00000130787
HIP1,O00291,601767,ENSG00000127946
NDUFS3,O75489,603846,ENSG00000213619
ALG3,Q92685,608750,ENSG00000214160
CEBPB,P17676,189965,ENSG00000172216
CEBPD,P49716,116898,ENSG00000221869
CEBPE,Q15744,600749,ENSG00000092067
CEBPA,P49715,116897,ENSG00000245848
SATB2,C9JR56,608148,ENSG00000119042
SATB1,Q01826-2,602075,ENSG00000182568
METTL1,Q9UBP6,604466,ENSG00000037897
SYDE1,Q6ZW31,617377,ENSG00000105137
DUX4,Q9UBX2,606009,ENSG00000260596
CACUL1,Q86Y37,618764,ENSG00000151893
VGF,O15240,602186,ENSG00000128564
LPCAT1,Q8NF37,610472,ENSG00000153395
SMO,Q99835,601500,ENSG00000128602
SHPK,Q9UHJ6,605060,ENSG00000197417
ARID3A,Q99856,603265,ENSG00000116017
ARID3B,Q8IVW6,612457,ENSG00000179361
DDX27,Q96GQ7,616621,ENSG00000124228
NPTN,Q9Y639,612820,ENSG00000156642
SHROOM3,Q8TF72,604570,ENSG00000138771
SHROOM4,Q9ULL8,300579,ENSG00000158352
SHROOM2,Q13796,300103,ENSG00000146950
HNRNPDL,O14979,607137,ENSG00000152795
HNRNPAB,Q99729,602688,ENSG00000197451
HNRNPAB,Q99729-3,602688,ENSG00000197451
HNRNPD,Q14103-2,601324,ENSG00000138668
HNRNPD,Q14103-3,601324,ENSG00000138668
NR0B1,P51843,300473,ENSG00000169297
DOCK6,Q96HP0,614194,ENSG00000130158
DOCK7,Q96N67,615730,ENSG00000116641
DOCK8,Q8NF50,611432,ENSG00000107099
CELSR3,Q9NYQ7-2,604264,ENSG00000008300
CELSR1,Q9NYQ6,604523,ENSG00000075275
CELSR2,Q9HCU4,604265,ENSG00000143126
FUNDC1,Q8IVP5,300871,ENSG00000069509
CLCN2,P51788,600570,ENSG00000114859
GCDH,Q92947,608801,ENSG00000105607
ESYT2,A0FGR8-2,616691,ENSG00000117868
ESYT2,A0FGR8-6,616691,ENSG00000117868
RNF25,Q96BH1,616014,ENSG00000163481
PPA1,Q15181,179030,ENSG00000180817
PPA2,Q9H2U2,609988,ENSG00000138777
NME3,Q13232,601817,ENSG00000103024
SLC27A3,Q5K4L6,604193,ENSG00000143554
ADAR,P55265-4,146920,ENSG00000160710
NFATC4,Q14934-4,602699,ENSG00000100968
NFATC3,Q12968,602698,ENSG00000072736
NFATC1,O95644,600489,ENSG00000131196
NFATC2,Q13469,600490,ENSG00000101096
NUP214,P35658-5,114350,ENSG00000126883
NUP214,P35658-3,114350,ENSG00000126883
QSOX1,O00391,603120,ENSG00000116260
DDOST,P39656,602202,ENSG00000244038
RILP,Q96NA2,607848,ENSG00000167705
PYGL,P06737,613741,ENSG00000100504
PYGB,P11216,138550,ENSG00000100994
PYGM,P11217,608455,ENSG00000068976
POLA1,P09884,312040,ENSG00000101868
PDK3,Q15120-2,300906,ENSG00000067992
PDK1,Q15118,602524,ENSG00000152256
PDK2,Q15119,602525,ENSG00000005882
MCL1,Q07820,159552,ENSG00000143384
DTX3,Q8N9I9-2,613142,ENSG00000178498
GRHL3,Q8TE85,608317,ENSG00000158055
GPATCH2,Q9NW75,616836,ENSG00000092978
ARHGAP8,P85298,609405,ENSG00000241484
PRR5,P85299-5,609406,ENSG00000186654
CPEB3,Q8NE35,610606,ENSG00000107864
CPEB4,Q17RY0,610607,ENSG00000113742
CPEB2,Q7Z5Q1-6,610605,ENSG00000137449
ENC1,O14682,605173,ENSG00000171617
STAU1,O95793,601716,ENSG00000124214
STAU1,O95793-3,601716,ENSG00000124214
STAU2,Q9NUL3,605920,ENSG00000040341
DEAF1,O75398,602635,ENSG00000177030
GAS2L1,Q99501,602128,ENSG00000185340
SLC2A8,Q9NY64,605245,ENSG00000136856
TBKBP1,A7MCY6,608476,ENSG00000198933
MEPCE,Q7L2J0,611478,ENSG00000146834
NDUFV3,P56181-2,602184,ENSG00000160194
NDUFV3,P56181,602184,ENSG00000160194
SF3B2,Q13435,605591,ENSG00000087365
SF3B2,E9PJ04,605591,ENSG00000087365
UBR4,Q5T4S7-2,609890,ENSG00000127481
PPP3CB,P16298-4,114106,ENSG00000107758
PPP3CA,Q08209,114105,ENSG00000138814
PPP3CC,P48454-3,114107,ENSG00000120910
FCHSD2,O94868,617556,ENSG00000137478
MEAF6,Q9HAF1-3,611001,ENSG00000163875
UTP20,O75691,612822,ENSG00000120800
CAMKK2,Q96RR4,615002,ENSG00000110931
FOXP1,Q9H334,605515,ENSG00000114861
FOXP4,Q8IVH2,608924,ENSG00000137166
FOXP2,O15409-4,605317,ENSG00000128573
GGCX,P38435,137167,ENSG00000115486
NUP155,O75694,606694,ENSG00000113569
BIN1,O00499,601248,ENSG00000136717
BIN1,O00499-8,601248,ENSG00000136717
AMPH,P49418,600418,ENSG00000078053
BIN2,Q9UBW5,605936,ENSG00000110934
CHCHD2,Q9Y6H1,616244,ENSG00000106153
SPON1,Q9HCB6,604989,ENSG00000262655
RAB17,Q9H0T7,602206,ENSG00000124839
HAUS7,Q99871-2,300540,ENSG00000213397
BAG3,O95817,603883,ENSG00000151929
TMPO,P42167,188380,ENSG00000120802
TMPO,P42167-2,188380,ENSG00000120802
TMPO,P42166,188380,ENSG00000120802
HAUS4,Q9H6D7,613431,ENSG00000092036
NFASC,O94856-9,609145,ENSG00000163531
PIP5K1C,O60331-3,606102,ENSG00000186111
PIP5K1A,Q99755,603275,ENSG00000143398
PIP5K1A,Q99755-3,603275,ENSG00000143398
PSMD4,P55036,601648,ENSG00000159352
PSMD4,Q5VWC4,601648,ENSG00000159352
GSPT1,P15170-2,139259,ENSG00000103342
GSPT2,Q8IYD1,300418,ENSG00000189369
LMTK3,Q96Q04,619624,ENSG00000142235
L3MBTL2,Q969R5,611865,ENSG00000100395
MBTD1,Q05BQ5,618705,ENSG00000011258
SON,P18583-5,182465,ENSG00000159140
SON,P18583-3,182465,ENSG00000159140
CMTR1,Q8N1G2,616189,ENSG00000137200
NRCAM,Q92823-5,601581,ENSG00000091129
CST6,Q15828,601891,ENSG00000175315
CAPN15,O75808,603267,ENSG00000103326
PHF23,Q9BUL5-2,612910,ENSG00000040633
PHF23,B4DLK6,612910,ENSG00000040633
PDLIM7,Q9NR12-2,605903,ENSG00000196923
PDLIM7,D6RH06,605903,ENSG00000196923
SLC19A1,P41440,600424,ENSG00000173638
PDLIM5,Q96HC4,605904,ENSG00000163110
OSBPL5,Q9H0X9,606733,ENSG00000021762
OSBPL8,Q9BZF1,606736,ENSG00000091039
IFT57,Q9NWB7,606621,ENSG00000114446
TALDO1,P37837,602063,ENSG00000177156
NFIC,P08651,600729,ENSG00000141905
NFIA,B1AKN8,600727,ENSG00000162599
NFIX,Q14938-3,164005,ENSG00000008441
NFIX,C9JWJ8,164005,ENSG00000008441
NFIB,Q5VW26,600728,ENSG00000147862
RARA,A8MUP8,180240,ENSG00000131759
RARG,P13631,180190,ENSG00000172819
UROD,P06132,613521,ENSG00000126088
TYW1,Q9NV66,611243,ENSG00000198874
TRA2B,P62995,602719,ENSG00000136527
TRA2A,Q13595,602718,ENSG00000164548
HEATR5B,Q9P2D3,619627,ENSG00000008869
THAP4,Q8WY91,612533,ENSG00000176946
FKBPL,Q9UIM3,617076,ENSG00000204315
ALDOA,P04075-2,103850,ENSG00000149925
ALDOC,P09972,103870,ENSG00000109107
ALDOB,P05062,612724,ENSG00000136872
RARS2,Q5T160,611524,ENSG00000146282
GPANK1,O95872,142610,ENSG00000204438
CBS,P35520-2,613381,ENSG00000160200
POLR3B,Q9NW08,614366,ENSG00000013503
FCGR2A,P12318,146790,ENSG00000143226
FCGR2B,P31994,604590,ENSG00000072694
SOX10,P56693,602229,ENSG00000100146
SOX8,P57073,605923,ENSG00000005513
SOX13,Q9UN79,604748,ENSG00000143842
SOX17,Q9H6I2,610928,ENSG00000164736
SOX7,Q9BT81,612202,ENSG00000171056
SOX5,P35711-5,604975,ENSG00000134532
PINX1,Q96BK5,606505,ENSG00000254093
SOX6,P35712,607257,ENSG00000110693
SOX9,P48436,608160,ENSG00000125398
SRCIN1,Q9C0H9-5,610786,ENSG00000277363
KATNA1,O75449,606696,ENSG00000186625
KATNAL1,Q9BW62,614764,ENSG00000102781
VCP,P55072,601023,ENSG00000165280
KATNAL2,Q8IYT4,614697,ENSG00000167216
MBNL2,Q5VZF2,607327,ENSG00000139793
MBNL1,Q9NR56-5,606516,ENSG00000152601
MBNL1,Q9NR56,606516,ENSG00000152601
MBNL3,Q9NUK0,300413,ENSG00000076770
ETFDH,Q16134,231675,ENSG00000171503
OSBPL3,Q9H4L5,606732,ENSG00000070882
OSBPL3,Q9H4L5-4,606732,ENSG00000070882
OSBPL6,Q9BZF3-5,606734,ENSG00000079156
HLA-C,Q9TNN7,142840,ENSG00000204525
HLA-C,Q95604,142840,ENSG00000204525
HLA-C,Q07000,142840,ENSG00000204525
HLA-C,P30499,142840,ENSG00000204525
HLA-C,P10321,142840,ENSG00000204525
HLA-C,P30501,142840,ENSG00000204525
HLA-C,P30504,142840,ENSG00000204525
HLA-A,P16189,142800,ENSG00000206503
HLA-A,P30456,142800,ENSG00000206503
HLA-A,P30443,142800,ENSG00000206503
HLA-A,P05534,142800,ENSG00000206503
HLA-A,P18462,142800,ENSG00000206503
HLA-A,Q09160,142800,ENSG00000206503
HLA-A,P01892,142800,ENSG00000206503
HLA-A,P13746-2,142800,ENSG00000206503
HLA-A,P04439,142800,ENSG00000206503
HLA-A,P01891,142800,ENSG00000206503
HLA-A,P16188,142800,ENSG00000206503
HLA-B,P30483,142830,ENSG00000234745
HLA-B,P30484,142830,ENSG00000234745
HLA-B,P03989,142830,ENSG00000234745
HLA-B,P30485,142830,ENSG00000234745
HLA-B,P30460,142830,ENSG00000234745
HLA-B,P30461,142830,ENSG00000234745
HLA-B,Q95365,142830,ENSG00000234745
HLA-B,P18463,142830,ENSG00000234745
HLA-B,F6U0H7,142830,ENSG00000234745
HLA-E,P13747,143010,ENSG00000204592
HLA-G,P17693,142871,ENSG00000204632
HLA-F,P30511,143110,ENSG00000204642
CAT,P04040,115500,ENSG00000121691
HKDC1,Q2TB90,617221,ENSG00000156510
HK1,E7ENR4,142600,ENSG00000156515
HK2,P52789,601125,ENSG00000159399
HK3,P52790,142570,ENSG00000160883
LAMB2,P55268,150325,ENSG00000172037
LAMB4,A4D0S4,616380,ENSG00000091128
DICER1,Q9UPY3,606241,ENSG00000100697
ACAD8,Q9UKU7,604773,ENSG00000151498
DLD,P09622,238331,ENSG00000091140
HSPBP1,Q9NZL4,612939,ENSG00000133265
REPS1,Q96D71,614825,ENSG00000135597
REPS2,Q8NFH8,300317,ENSG00000169891
B4GALT7,Q9UBV7,604327,ENSG00000027847
CCDC6,Q16204,601985,ENSG00000108091
EFCAB14,O75071,619559,ENSG00000159658
NCLN,Q969V3,609156,ENSG00000125912
SH2B3,Q9UQQ2,605093,ENSG00000111252
PHB2,Q99623,610704,ENSG00000215021
LAMB1,P07942,150240,ENSG00000091136
SPAG1,Q07617,603395,ENSG00000104450
SSB,P05455,109090,ENSG00000138385
TRIM26,Q12899,600830,ENSG00000234127
ERG,P11308,165080,ENSG00000157554
FLI1,Q01543,193067,ENSG00000151702
SIGLEC6,O43699,604405,ENSG00000105492
SNX8,Q9Y5X2,614905,ENSG00000106266
PBRM1,Q86U86,606083,ENSG00000163939
MAP3K1,Q13233,600982,ENSG00000095015
ZNF521,Q96K83,610974,ENSG00000198795
ZNF423,Q2M1K9,604557,ENSG00000102935
KIF14,Q15058,611279,ENSG00000118193
HMGCL,P35914,613898,ENSG00000117305
SOX11,P35716,600898,ENSG00000176887
SOX4,Q06945,184430,ENSG00000124766
ADAM15,Q13444-5,605548,ENSG00000143537
RB1CC1,Q8TDY2,606837,ENSG00000023287
TRIM21,P19474,109092,ENSG00000132109
ASAP3,Q8TDY4,616594,ENSG00000088280
DDX19B,Q9UMR2,605812,ENSG00000157349
DDX25,Q9UHL0,607663,ENSG00000109832
LDB3,O75112,605906,ENSG00000122367
NSF,P46459,601633,ENSG00000073969
SMARCE1,Q969G3,603111,ENSG00000073584
SMARCE1,Q969G3-2,603111,ENSG00000073584
TRIP10,Q15642,604504,ENSG00000125733
TRIP10,Q15642-2,604504,ENSG00000125733
FNBP1L,Q5T0N5-4,608848,ENSG00000137942
VPS53,Q5VIR6-4,615850,ENSG00000141252
FRY,Q5TBA9,614818,ENSG00000073910
FAM111B,Q6SJ93,615584,ENSG00000189057
CCDC50,Q8IVM0-2,611051,ENSG00000152492
CCDC50,Q8IVM0,611051,ENSG00000152492
TTI2,Q6NXR4,614426,ENSG00000129696
BRWD1,Q9NSI6-2,617824,ENSG00000185658
PHIP,Q8WWQ0,612870,ENSG00000146247
BRWD3,Q6RI45,300553,ENSG00000165288
SPDL1,Q96EA4,616401,ENSG00000040275
HIVEP1,P15822,194540,ENSG00000095951
HIVEP3,Q5T1R4,606649,ENSG00000127124
HIVEP2,P31629,143054,ENSG00000010818
ARAP2,Q8WZ64,606645,ENSG00000047365
TIGAR,Q9NQ88,610775,ENSG00000078237
MIER1,Q8N108-12,616848,ENSG00000198160
CHTF18,Q8WVB6,613201,ENSG00000127586
TBCE,Q15813,604934,ENSG00000284770
EIF4B,P23588,603928,ENSG00000063046
PPM1E,Q8WY54-3,619308,ENSG00000175175
TRIM62,Q9BVG3,616755,ENSG00000116525
TOE1,Q96GM8,613931,ENSG00000132773
B3GNTL1,Q67FW5,615337,ENSG00000175711
B4GALNT3,Q6L9W6,612220,ENSG00000139044
B4GALNT4,Q76KP1,618560,ENSG00000182272
DROSHA,Q9NRR4,608828,ENSG00000113360
OGFR,Q9NZT2,606459,ENSG00000060491
ELFN1,P0C7U0,614964,ENSG00000225968
CDV3,Q9UKY7,618789,ENSG00000091527
AGPS,O00116,603051,ENSG00000018510
NUS1,Q96E22,610463,ENSG00000153989
RNF217,H7C5V4,618592,ENSG00000146373
ACOT7,O00154,602587,ENSG00000097021
LARP7,Q4G0J3-3,612026,ENSG00000174720
SDCCAG8,Q86SQ7,613524,ENSG00000054282
DDRGK1,Q96HY6,616177,ENSG00000198171
PRKAR2B,P31323,176912,ENSG00000005249
PRKAR2A,P13861,176910,ENSG00000114302
TGFBRAP1,Q8WUH2,606237,ENSG00000135966
PPP6R2,O75170-5,610877,ENSG00000100239
PPP6R3,Q5H9R7-5,610879,ENSG00000110075
GCH1,P30793,600225,ENSG00000131979
TUBGCP2,Q9BSJ2-4,617817,ENSG00000130640
SCLT1,Q96NL6,611399,ENSG00000151466
ARMC5,Q96C12,615549,ENSG00000140691
CIAPIN1,Q6FI81,608943,ENSG00000005194
AASDH,Q4L235,614365,ENSG00000157426
TNS1,E9PGF5,600076,ENSG00000079308
TNS3,Q68CZ2,606825,ENSG00000136205
CHAMP1,Q96JM3,616327,ENSG00000198824
GNG7,O60262,604430,ENSG00000176533
SHROOM1,Q2M3G4,611179,ENSG00000164403
TNIP2,Q8NFZ5,610669,ENSG00000168884
IRS1,P35568,147545,ENSG00000169047
FGD6,Q6ZV73,613520,ENSG00000180263
CLSTN1,O94985,611321,ENSG00000171603
PARP9,Q8IXQ6-2,612065,ENSG00000138496
GCSH,P23434,238330,ENSG00000140905
IKZF1,Q13422,603023,ENSG00000185811
IKZF1,C9JTB0,603023,ENSG00000185811
IKZF3,Q9UKT9-3,606221,ENSG00000161405
TJAP1,Q5JTD0,612658,ENSG00000137221
IKZF4,Q9H2S9,606239,ENSG00000123411
